region,year,total_cases,case_change_vs_prev_year,pct_change_vs_prev_year,region_case_rank_in_year,high_crime_region
Aswa East,2021,4090,-8.0,-0.19521717911176184,23.0,0
Aswa East,2021,3947,-151.0,-3.684724255734505,23.0,0
Aswa East,2021,3931,-167.0,-4.0751586139580285,23.0,0
Aswa East,2021,3889,-209.0,-5.1000488042947785,23.0,0
Aswa East,2021,4110,12.0,0.29282576866764276,23.0,0
Aswa East,2021,4134,36.0,0.8784773060029283,23.0,0
Aswa East,2021,4022,-76.0,-1.8545632015617375,23.0,1
Aswa East,2021,3878,-220.0,-5.368472425573451,23.0,0
Aswa East,2021,3499,-599.0,-14.616886285993166,23.0,0
Aswa East,2021,4187,89.0,2.1717911176183504,23.0,0
Aswa East,2021,4283,185.0,4.5143972669594925,23.0,0
Aswa East,2021,4224,126.0,3.074670571010249,23.0,1
Aswa East,2021,4519,421.0,10.273304050756467,23.0,0
Aswa East,2021,4060,-38.0,-0.9272816007808687,23.0,1
Aswa East,2021,4379,281.0,6.857003416300635,23.0,0
Aswa East,2021,3965,-133.0,-3.2454856027330408,23.0,0
Aswa East,2021,3934,-164.0,-4.0019521717911175,23.0,0
Aswa East,2020,3908,23.0,0.5920205920205921,25.0,0
Aswa East,2020,4200,315.0,8.108108108108109,25.0,0
Aswa East,2020,3828,-57.0,-1.4671814671814671,25.0,0
Aswa East,2020,3581,-304.0,-7.824967824967826,25.0,0
Aswa East,2020,4056,171.0,4.401544401544402,25.0,0
Aswa East,2020,3869,-16.0,-0.4118404118404118,25.0,0
Aswa East,2020,3943,58.0,1.492921492921493,25.0,0
Aswa East,2020,3738,-147.0,-3.783783783783784,25.0,0
Aswa East,2020,3907,22.0,0.5662805662805662,25.0,0
Aswa East,2020,3605,-280.0,-7.207207207207207,25.0,0
Aswa East,2020,4248,363.0,9.343629343629344,25.0,0
Aswa East,2020,4094,209.0,5.37966537966538,25.0,0
Aswa East,2020,3898,13.0,0.33462033462033464,25.0,0
Aswa East,2020,4050,165.0,4.247104247104247,25.0,0
Aswa East,2020,3759,-126.0,-3.2432432432432434,25.0,0
Aswa East,2020,4085,200.0,5.148005148005148,25.0,0
Aswa East,2020,3819,-66.0,-1.698841698841699,25.0,0
Aswa East,2020,3806,-79.0,-2.0334620334620337,25.0,0
Aswa East,2020,3699,-186.0,-4.787644787644788,25.0,0
Aswa East,2020,3967,82.0,2.1106821106821103,25.0,0
Aswa East,2019,5255,6.0,0.1143074871404077,23.0,0
Aswa East,2019,5619,370.0,7.048961706991808,23.0,0
Aswa East,2019,4970,-279.0,-5.315298152028958,23.0,0
Aswa East,2019,5361,112.0,2.133739759954277,23.0,0
Aswa East,2019,5560,311.0,5.924938083444466,23.0,0
Aswa East,2019,5928,679.0,12.935797294722803,23.0,0
Aswa East,2019,5300,51.0,0.9716136406934655,23.0,0
Aswa East,2019,5156,-93.0,-1.7717660506763193,23.0,0
Aswa East,2019,5293,44.0,0.8382549056963231,23.0,0
Aswa East,2019,5594,345.0,6.572680510573442,23.0,0
Aswa East,2019,5594,345.0,6.572680510573442,23.0,0
Aswa East,2019,5218,-31.0,-0.5905886835587731,23.0,0
Aswa East,2019,5589,340.0,6.477424271289769,23.0,0
Aswa East,2019,5242,-7.0,-0.13335873499714232,23.0,0
Aswa East,2019,5469,220.0,4.191274528481616,23.0,0
Aswa East,2019,5392,143.0,2.72432844351305,23.0,0
Aswa East,2019,5146,-103.0,-1.9622785292436655,23.0,0
Aswa East,2019,5006,-243.0,-4.629453229186511,23.0,0
Aswa East,2019,5568,319.0,6.077348066298343,23.0,0
Aswa East,2019,5648,399.0,7.601447894837111,23.0,0
Aswa West,2024,4670,92.0,2.0096111839231106,22.0,0
Aswa West,2024,4572,-6.0,-0.1310615989515072,22.0,0
Aswa West,2024,4308,-270.0,-5.897771952817824,22.0,0
Aswa West,2024,4849,271.0,5.919615552643076,22.0,1
Aswa West,2024,4642,64.0,1.397990388816077,22.0,0
Aswa West,2024,4518,-60.0,-1.310615989515072,22.0,0
Aswa West,2024,4777,199.0,4.34687636522499,22.0,0
Aswa West,2024,4269,-309.0,-6.749672346002621,22.0,0
Aswa West,2024,4349,-229.0,-5.002184359982524,22.0,1
Aswa West,2024,4422,-156.0,-3.4076015727391877,22.0,0
Aswa West,2024,4695,117.0,2.5557011795543905,22.0,0
Aswa West,2024,4619,41.0,0.8955875928352992,22.0,0
Aswa West,2024,4723,145.0,3.1673219746614247,22.0,0
Aswa West,2024,4832,254.0,5.548274355613805,22.0,0
Aswa West,2024,4731,153.0,3.3420707732634334,22.0,0
Aswa West,2024,5012,434.0,9.480122324159021,22.0,0
Aswa West,2024,4831,253.0,5.526430755788554,22.0,0
Aswa West,2024,4550,-28.0,-0.6116207951070336,22.0,0
Aswa West,2024,4455,-123.0,-2.686762778505898,22.0,0
Aswa West,2024,4557,-21.0,-0.45871559633027525,22.0,0
Aswa West,2023,5840,200.0,3.546099290780142,18.0,0
Aswa West,2023,5517,-123.0,-2.1808510638297873,18.0,0
Aswa West,2023,5848,208.0,3.6879432624113475,18.0,1
Aswa West,2023,5813,173.0,3.0673758865248226,18.0,0
Aswa West,2023,5376,-264.0,-4.680851063829787,18.0,0
Aswa West,2023,5946,306.0,5.425531914893617,18.0,0
Aswa West,2023,5743,103.0,1.8262411347517729,18.0,1
Aswa West,2023,6158,518.0,9.184397163120567,18.0,0
Aswa West,2023,5634,-6.0,-0.10638297872340426,18.0,0
Aswa West,2023,5554,-86.0,-1.5248226950354609,18.0,0
Aswa West,2023,5342,-298.0,-5.283687943262412,18.0,0
Aswa West,2023,5338,-302.0,-5.3546099290780145,18.0,1
Aswa West,2023,5907,267.0,4.73404255319149,18.0,0
Aswa West,2023,6122,482.0,8.546099290780141,18.0,0
Aswa West,2023,5610,-30.0,-0.5319148936170213,18.0,0
Aswa West,2023,5592,-48.0,-0.851063829787234,18.0,1
Aswa West,2023,5659,19.0,0.33687943262411346,18.0,1
Aswa West,2023,5967,327.0,5.797872340425532,18.0,0
Aswa West,2023,5378,-262.0,-4.6453900709219855,18.0,1
Aswa West,2023,5707,67.0,1.1879432624113475,18.0,0
Aswa West,2022,6380,296.0,4.865220249835635,18.0,0
Aswa West,2022,6236,152.0,2.498356344510191,18.0,0
Aswa West,2022,5261,-823.0,-13.527284681130835,18.0,0
Aswa West,2022,6290,206.0,3.385930309007232,18.0,0
Aswa West,2022,6239,155.0,2.5476660092044705,18.0,0
Aswa West,2022,6501,417.0,6.8540433925049316,18.0,0
Aswa West,2022,6574,490.0,8.053911900065746,18.0,0
Aswa West,2022,6483,399.0,6.558185404339251,18.0,0
Aswa West,2022,6106,22.0,0.3616042077580539,18.0,0
Aswa West,2022,5596,-488.0,-8.021038790269559,18.0,0
Aswa West,2022,6744,660.0,10.848126232741617,18.0,0
Aswa West,2022,6030,-54.0,-0.8875739644970414,18.0,0
Aswa West,2022,6097,13.0,0.2136752136752137,18.0,0
Aswa West,2022,6599,515.0,8.46482577251808,18.0,1
Aswa West,2022,5858,-226.0,-3.714661406969099,18.0,0
Aswa West,2022,5682,-402.0,-6.607495069033531,18.0,1
Aswa West,2022,5953,-131.0,-2.15318869165023,18.0,0
Aswa West,2022,5873,-211.0,-3.4681130834976988,18.0,0
Aswa West,2022,5656,-428.0,-7.034845496383959,18.0,0
Aswa West,2022,6058,-26.0,-0.4273504273504274,18.0,0
Aswa West,2021,5805,23.0,0.3977862331373227,15.0,0
Aswa West,2021,5360,-422.0,-7.298512625389139,15.0,0
Aswa West,2021,5692,-90.0,-1.5565548253199584,15.0,1
Aswa West,2021,5564,-218.0,-3.770321687997233,15.0,1
Aswa West,2021,5239,-543.0,-9.39121411276375,15.0,1
Aswa West,2021,5815,33.0,0.5707367692839848,15.0,1
Aswa West,2021,5843,61.0,1.0549982704946386,15.0,1
Aswa West,2021,5564,-218.0,-3.770321687997233,15.0,1
Aswa West,2021,6093,311.0,5.37876167416119,15.0,1
Aswa West,2021,5788,6.0,0.10377032168799724,15.0,1
Aswa West,2021,5577,-205.0,-3.545485991006572,15.0,1
Aswa West,2021,5344,-438.0,-7.575233483223798,15.0,1
Aswa West,2021,5859,77.0,1.331719128329298,15.0,1
Aswa West,2021,5929,147.0,2.5423728813559325,15.0,1
Aswa West,2021,5642,-140.0,-2.4213075060532687,15.0,1
Aswa West,2021,5824,42.0,0.7263922518159807,15.0,0
Aswa West,2021,6248,466.0,8.059494984434453,15.0,1
Aswa West,2021,6041,259.0,4.479418886198547,15.0,1
Aswa West,2021,5159,-623.0,-10.774818401937045,15.0,1
Aswa West,2021,5574,-208.0,-3.597371151850571,15.0,1
Aswa West,2020,5693,-38.0,-0.6630605478974001,17.0,1
Aswa West,2020,5753,22.0,0.3838771593090211,17.0,0
Aswa West,2020,5779,48.0,0.837550165765137,17.0,0
Aswa West,2020,5857,126.0,2.1985691851334845,17.0,0
Aswa West,2020,5702,-29.0,-0.5060198918164369,17.0,0
Aswa West,2020,5736,5.0,0.08724480893386843,17.0,0
Aswa West,2020,6004,273.0,4.7635665677892165,17.0,0
Aswa West,2020,5813,82.0,1.4308148665154423,17.0,0
Aswa West,2020,5403,-328.0,-5.723259466061769,17.0,1
Aswa West,2020,5762,31.0,0.5409178153899843,17.0,0
Aswa West,2020,5694,-37.0,-0.6456115861106264,17.0,0
Aswa West,2020,5191,-540.0,-9.42243936485779,17.0,1
Aswa West,2020,5776,45.0,0.785203280404816,17.0,0
Aswa West,2020,5436,-295.0,-5.147443727098238,17.0,0
Aswa West,2020,6008,277.0,4.833362414936311,17.0,0
Aswa West,2020,5853,122.0,2.12877333798639,17.0,0
Aswa West,2020,5388,-343.0,-5.984993892863375,17.0,0
Aswa West,2020,5994,263.0,4.58907694992148,17.0,0
Aswa West,2020,6130,399.0,6.9621357529227,17.0,0
Aswa West,2020,5659,-72.0,-1.2563252486477055,17.0,0
Aswa West,2019,5883,-40.0,-0.6753334458889076,17.0,0
Aswa West,2019,6163,240.0,4.0520006753334465,17.0,0
Aswa West,2019,6309,386.0,6.516967752827958,17.0,0
Aswa West,2019,5430,-493.0,-8.323484720580787,17.0,0
Aswa West,2019,5599,-324.0,-5.470200911700152,17.0,0
Aswa West,2019,5801,-122.0,-2.0597670099611682,17.0,0
Aswa West,2019,5831,-92.0,-1.5532669255444875,17.0,0
Aswa West,2019,6153,230.0,3.883167313861219,17.0,1
Aswa West,2019,6311,388.0,6.550734425122403,17.0,0
Aswa West,2019,6336,413.0,6.972817828802971,17.0,1
Aswa West,2019,5424,-499.0,-8.424784737464124,17.0,0
Aswa West,2019,5684,-239.0,-4.035117339186224,17.0,0
Aswa West,2019,5557,-366.0,-6.179301029883505,17.0,0
Aswa West,2019,5747,-176.0,-2.971467161911194,17.0,0
Aswa West,2019,5683,-240.0,-4.0520006753334465,17.0,0
Aswa West,2019,6048,125.0,2.1104170184028366,17.0,1
Aswa West,2019,6084,161.0,2.7182171197028535,17.0,0
Aswa West,2019,5924,1.0,0.01688333614722269,17.0,1
Aswa West,2019,5896,-27.0,-0.45585007597501265,17.0,0
Aswa West,2019,5813,-110.0,-1.857166976194496,17.0,1
Rwenzori West,2024,9611,-126.0,-1.2940330697340043,8.0,1
Rwenzori West,2024,10515,778.0,7.990140700421073,8.0,1
Rwenzori West,2024,10076,339.0,3.4815651638081544,8.0,1
Rwenzori West,2024,9574,-163.0,-1.6740269076717675,8.0,1
Rwenzori West,2024,9684,-53.0,-0.5443154975865256,8.0,1
Rwenzori West,2024,9954,217.0,2.2286125089863407,8.0,1
Rwenzori West,2024,9155,-582.0,-5.977200369723734,8.0,1
Rwenzori West,2024,9806,69.0,0.7086371572352881,8.0,1
Rwenzori West,2024,10047,310.0,3.1837321556947726,8.0,1
Rwenzori West,2024,9980,243.0,2.4956352059155797,8.0,1
Rwenzori West,2024,9353,-384.0,-3.943719831570299,8.0,0
Rwenzori West,2024,9434,-303.0,-3.111841429598439,8.0,1
Rwenzori West,2024,8773,-964.0,-9.900379993837937,8.0,1
Rwenzori West,2024,10101,364.0,3.7383177570093453,8.0,1
Rwenzori West,2024,10746,1009.0,10.362534661600083,8.0,1
Rwenzori West,2024,9289,-448.0,-4.601006470165349,8.0,1
Rwenzori West,2024,10273,536.0,5.504775598233542,8.0,1
Rwenzori West,2024,10690,953.0,9.787408852829413,8.0,1
Rwenzori West,2024,9510,-227.0,-2.3313135462668173,8.0,1
Rwenzori West,2024,9685,-52.0,-0.5340453938584779,8.0,1
Rwenzori West,2023,9705,121.0,1.2625208681135225,8.0,1
Rwenzori West,2023,9808,224.0,2.337228714524207,8.0,1
Rwenzori West,2023,9731,147.0,1.5338063439065108,8.0,1
Rwenzori West,2023,9396,-188.0,-1.961602671118531,8.0,1
Rwenzori West,2023,9881,297.0,3.098914858096828,8.0,1
Rwenzori West,2023,9406,-178.0,-1.857262103505843,8.0,1
Rwenzori West,2023,9764,180.0,1.8781302170283807,8.0,1
Rwenzori West,2023,9569,-15.0,-0.15651085141903173,8.0,1
Rwenzori West,2023,8734,-850.0,-8.868948247078464,8.0,1
Rwenzori West,2023,10188,604.0,6.302170283806344,8.0,1
Rwenzori West,2023,9298,-286.0,-2.9841402337228713,8.0,1
Rwenzori West,2023,10242,658.0,6.865609348914859,8.0,1
Rwenzori West,2023,10090,506.0,5.279632721202003,8.0,1
Rwenzori West,2023,9690,106.0,1.1060100166944908,8.0,1
Rwenzori West,2023,9833,249.0,2.5980801335559267,8.0,1
Rwenzori West,2023,9893,309.0,3.2241235392320537,8.0,1
Rwenzori West,2023,9489,-95.0,-0.9912353923205343,8.0,1
Rwenzori West,2023,9511,-73.0,-0.761686143572621,8.0,1
Rwenzori West,2023,9868,284.0,2.963272120200334,8.0,1
Rwenzori West,2023,8174,-1410.0,-14.712020033388981,8.0,1
Rwenzori West,2022,8783,-9.0,-0.10236578707916288,9.0,1
Rwenzori West,2022,8621,-171.0,-1.9449499545040945,9.0,1
Rwenzori West,2022,8452,-340.0,-3.867151956323931,9.0,1
Rwenzori West,2022,8970,178.0,2.024567788898999,9.0,1
Rwenzori West,2022,8516,-276.0,-3.1392174704276616,9.0,1
Rwenzori West,2022,9171,379.0,4.31073703366697,9.0,1
Rwenzori West,2022,9210,418.0,4.754322111010009,9.0,1
Rwenzori West,2022,9017,225.0,2.5591446769790718,9.0,0
Rwenzori West,2022,9110,318.0,3.6169244767970885,9.0,1
Rwenzori West,2022,9018,226.0,2.570518653321201,9.0,1
Rwenzori West,2022,9143,351.0,3.992265696087352,9.0,1
Rwenzori West,2022,9123,331.0,3.764786169244768,9.0,1
Rwenzori West,2022,8946,154.0,1.7515923566878981,9.0,0
Rwenzori West,2022,9262,470.0,5.345768880800728,9.0,1
Rwenzori West,2022,8720,-72.0,-0.8189262966333031,9.0,1
Rwenzori West,2022,8464,-328.0,-3.7306642402183803,9.0,0
Rwenzori West,2022,8443,-349.0,-3.9695177434030935,9.0,1
Rwenzori West,2022,8656,-136.0,-1.5468607825295724,9.0,1
Rwenzori West,2022,7959,-833.0,-9.474522292993631,9.0,0
Rwenzori West,2022,8885,93.0,1.0577797998180163,9.0,1
Rwenzori West,2021,8228,262.0,3.288978157167964,9.0,0
Rwenzori West,2021,8339,373.0,4.682400200853628,9.0,0
Rwenzori West,2021,7325,-641.0,-8.046698468491087,9.0,1
Rwenzori West,2021,7662,-304.0,-3.8162189304544314,9.0,1
Rwenzori West,2021,8296,330.0,4.142606075822244,9.0,1
Rwenzori West,2021,7888,-78.0,-0.9791614361034395,9.0,1
Rwenzori West,2021,8219,253.0,3.1759979914637206,9.0,1
Rwenzori West,2021,7472,-494.0,-6.2013557619884505,9.0,1
Rwenzori West,2021,8507,541.0,6.791363293999497,9.0,1
Rwenzori West,2021,7444,-522.0,-6.552849610846096,9.0,1
Rwenzori West,2021,6763,-1203.0,-15.101682149133818,9.0,1
Rwenzori West,2021,8039,73.0,0.9163946773788602,9.0,1
Rwenzori West,2021,8049,83.0,1.041928194828019,9.0,1
Rwenzori West,2021,7770,-196.0,-2.460456942003515,9.0,1
Rwenzori West,2021,8155,189.0,2.3725834797891037,9.0,1
Rwenzori West,2021,8167,201.0,2.5232237007280944,9.0,1
Rwenzori West,2021,8122,156.0,1.958322872206879,9.0,1
Rwenzori West,2021,7763,-203.0,-2.5483304042179262,9.0,1
Rwenzori West,2021,7689,-277.0,-3.4772784333417026,9.0,1
Rwenzori West,2021,7802,-164.0,-2.0587496861662067,9.0,0
Rwenzori West,2020,8705,-374.0,-4.1193964092961775,8.0,0
Rwenzori West,2020,9587,508.0,5.595329882145611,8.0,1
Rwenzori West,2020,8930,-149.0,-1.6411499063773545,8.0,1
Rwenzori West,2020,9149,70.0,0.7710100231303008,8.0,0
Rwenzori West,2020,9453,374.0,4.1193964092961775,8.0,1
Rwenzori West,2020,8685,-394.0,-4.339684987333406,8.0,1
Rwenzori West,2020,8468,-611.0,-6.729816059037338,8.0,1
Rwenzori West,2020,8707,-372.0,-4.097367551492455,8.0,1
Rwenzori West,2020,9198,119.0,1.310717039321511,8.0,1
Rwenzori West,2020,9166,87.0,0.9582553144619451,8.0,1
Rwenzori West,2020,9256,177.0,1.9495539156294748,8.0,0
Rwenzori West,2020,9032,-47.0,-0.5176781583874877,8.0,1
Rwenzori West,2020,7971,-1108.0,-12.203987223262473,8.0,1
Rwenzori West,2020,9018,-61.0,-0.6718801630135478,8.0,1
Rwenzori West,2020,9517,438.0,4.8243198590153105,8.0,1
Rwenzori West,2020,9640,561.0,6.179094613944267,8.0,1
Rwenzori West,2020,9119,40.0,0.4405771560744575,8.0,1
Rwenzori West,2020,9168,89.0,0.9802841722656681,8.0,1
Rwenzori West,2020,9358,279.0,3.0730256636193416,8.0,0
Rwenzori West,2020,9625,546.0,6.013878180416345,8.0,1
Rwenzori West,2019,8642,0.0,0.0,11.0,1
Rwenzori West,2019,8901,259.0,2.9969914371673223,11.0,1
Rwenzori West,2019,8404,-238.0,-2.753992131451053,11.0,1
Rwenzori West,2019,8114,-528.0,-6.10969682943763,11.0,0
Rwenzori West,2019,8446,-196.0,-2.267993520018514,11.0,1
Rwenzori West,2019,9269,627.0,7.2552649849571855,11.0,1
Rwenzori West,2019,8910,268.0,3.101133996760009,11.0,1
Rwenzori West,2019,8149,-493.0,-5.704697986577181,11.0,1
Rwenzori West,2019,8931,289.0,3.3441333024762785,11.0,1
Rwenzori West,2019,8178,-464.0,-5.369127516778524,11.0,1
Rwenzori West,2019,8804,162.0,1.8745660726683637,11.0,1
Rwenzori West,2019,8252,-390.0,-4.512844249016432,11.0,1
Rwenzori West,2019,8128,-514.0,-5.947697292293451,11.0,1
Rwenzori West,2019,9351,709.0,8.204119416801667,11.0,1
Rwenzori West,2019,8500,-142.0,-1.643138162462393,11.0,1
Rwenzori West,2019,8902,260.0,3.008562832677621,11.0,0
Rwenzori West,2019,8659,17.0,0.19671372367507522,11.0,1
Rwenzori West,2019,8208,-434.0,-5.021985651469567,11.0,1
Rwenzori West,2019,8543,-99.0,-1.1455681555195556,11.0,1
Rwenzori West,2019,8212,-430.0,-4.975700069428373,11.0,1
East Kyoga,2024,8952,963.0,12.054074352234322,9.0,0
East Kyoga,2024,8302,313.0,3.917887094755289,9.0,1
East Kyoga,2024,7997,8.0,0.10013768932281887,9.0,1
East Kyoga,2024,8207,218.0,2.7287520340468143,9.0,1
East Kyoga,2024,8274,285.0,3.5674051821254222,9.0,1
East Kyoga,2024,8275,286.0,3.579922393290775,9.0,1
East Kyoga,2024,8257,268.0,3.354612592314432,9.0,1
East Kyoga,2024,8225,236.0,2.9540618350231567,9.0,1
East Kyoga,2024,8029,40.0,0.5006884466140944,9.0,1
East Kyoga,2024,8607,618.0,7.735636500187757,9.0,1
East Kyoga,2024,8054,65.0,0.8136187257479034,9.0,1
East Kyoga,2024,8009,20.0,0.2503442233070472,9.0,0
East Kyoga,2024,8058,69.0,0.8636875704093128,9.0,1
East Kyoga,2024,8086,97.0,1.2141694830391787,9.0,1
East Kyoga,2024,7349,-640.0,-8.01101514582551,9.0,0
East Kyoga,2024,7658,-331.0,-4.143196895731631,9.0,1
East Kyoga,2024,7947,-42.0,-0.5257228689447991,9.0,1
East Kyoga,2024,7332,-657.0,-8.2238077356365,9.0,1
East Kyoga,2024,7997,8.0,0.10013768932281887,9.0,1
East Kyoga,2024,8081,92.0,1.151583427212417,9.0,0
East Kyoga,2023,8931,-601.0,-6.305077633235418,9.0,1
East Kyoga,2023,9238,-294.0,-3.0843474611833823,9.0,1
East Kyoga,2023,10142,610.0,6.399496433067561,9.0,1
East Kyoga,2023,9797,265.0,2.780109106168695,9.0,1
East Kyoga,2023,9769,237.0,2.486361728913135,9.0,1
East Kyoga,2023,10075,543.0,5.696600923206043,9.0,1
East Kyoga,2023,9145,-387.0,-4.0600083927822075,9.0,1
East Kyoga,2023,8932,-600.0,-6.294586655476291,9.0,1
East Kyoga,2023,10002,470.0,4.93075954678976,9.0,1
East Kyoga,2023,9495,-37.0,-0.38816617708770457,9.0,0
East Kyoga,2023,9133,-399.0,-4.185900125891733,9.0,1
East Kyoga,2023,10527,995.0,10.438522870331516,9.0,1
East Kyoga,2023,8765,-767.0,-8.046579941250524,9.0,1
East Kyoga,2023,9620,88.0,0.9232060428031893,9.0,1
East Kyoga,2023,9441,-91.0,-0.9546789760805706,9.0,1
East Kyoga,2023,9361,-171.0,-1.7939571968107428,9.0,1
East Kyoga,2023,8477,-1055.0,-11.067981535879143,9.0,0
East Kyoga,2023,10262,730.0,7.6584137641628205,9.0,1
East Kyoga,2023,8853,-679.0,-7.123373898447335,9.0,0
East Kyoga,2023,9404,-128.0,-1.3428451531682752,9.0,1
East Kyoga,2022,9186,-202.0,-2.151682999573924,8.0,1
East Kyoga,2022,9664,276.0,2.93992330634853,8.0,1
East Kyoga,2022,8637,-751.0,-7.9995739241585,8.0,1
East Kyoga,2022,9604,216.0,2.3008095440988496,8.0,1
East Kyoga,2022,9477,89.0,0.9480187473370261,8.0,1
East Kyoga,2022,9077,-311.0,-3.312739667660844,8.0,1
East Kyoga,2022,9587,199.0,2.11972731146144,8.0,1
East Kyoga,2022,9396,8.0,0.08521516829995739,8.0,1
East Kyoga,2022,10234,846.0,9.011504047720493,8.0,1
East Kyoga,2022,9298,-90.0,-0.9586706433745207,8.0,1
East Kyoga,2022,8939,-449.0,-4.782701320835109,8.0,1
East Kyoga,2022,9609,221.0,2.3540690242863227,8.0,1
East Kyoga,2022,9241,-147.0,-1.5658287175117171,8.0,0
East Kyoga,2022,9387,-1.0,-0.010651896037494673,8.0,1
East Kyoga,2022,8801,-587.0,-6.2526629740093735,8.0,1
East Kyoga,2022,9671,283.0,3.0144865786109927,8.0,1
East Kyoga,2022,9167,-221.0,-2.3540690242863227,8.0,1
East Kyoga,2022,9512,124.0,1.3208351086493395,8.0,0
East Kyoga,2022,10373,985.0,10.492117596932255,8.0,1
East Kyoga,2022,9272,-116.0,-1.2356199403493822,8.0,1
East Kyoga,2021,10217,366.0,3.715358846817582,7.0,1
East Kyoga,2021,9761,-90.0,-0.9136128311846512,7.0,0
East Kyoga,2021,9531,-320.0,-3.248401177545427,7.0,1
East Kyoga,2021,10501,650.0,6.5983148918891485,7.0,1
East Kyoga,2021,8931,-920.0,-9.339153385443103,7.0,1
East Kyoga,2021,10347,496.0,5.035021825195412,7.0,1
East Kyoga,2021,8880,-971.0,-9.856867323114404,7.0,1
East Kyoga,2021,10290,439.0,4.456400365445132,7.0,1
East Kyoga,2021,9858,7.0,0.0710587757588062,7.0,1
East Kyoga,2021,9381,-470.0,-4.771089229519846,7.0,0
East Kyoga,2021,9650,-201.0,-2.0404019896457215,7.0,1
East Kyoga,2021,10189,338.0,3.431123743782357,7.0,1
East Kyoga,2021,10824,973.0,9.877169830474063,7.0,1
East Kyoga,2021,9080,-771.0,-7.826616587148513,7.0,1
East Kyoga,2021,9408,-443.0,-4.497005380164451,7.0,1
East Kyoga,2021,9195,-656.0,-6.659222413968124,7.0,1
East Kyoga,2021,9757,-94.0,-0.9542178459039692,7.0,1
East Kyoga,2021,10304,453.0,4.598517916962745,7.0,1
East Kyoga,2021,9136,-715.0,-7.258146381078063,7.0,1
East Kyoga,2021,9845,-6.0,-0.06090752207897675,7.0,1
East Kyoga,2020,9915,421.0,4.434379608173583,7.0,1
East Kyoga,2020,9294,-200.0,-2.106593638087213,7.0,0
East Kyoga,2020,8257,-1237.0,-13.029281651569413,7.0,1
East Kyoga,2020,9588,94.0,0.9900990099009901,7.0,1
East Kyoga,2020,10080,586.0,6.172319359595535,7.0,1
East Kyoga,2020,8985,-509.0,-5.361280808931957,7.0,1
East Kyoga,2020,8649,-845.0,-8.900358120918476,7.0,1
East Kyoga,2020,9645,151.0,1.5904781967558457,7.0,0
East Kyoga,2020,9659,165.0,1.7379397514219508,7.0,0
East Kyoga,2020,9262,-232.0,-2.4436486201811674,7.0,1
East Kyoga,2020,9173,-321.0,-3.381082789129977,7.0,1
East Kyoga,2020,9510,16.0,0.16852749104697703,7.0,1
East Kyoga,2020,8977,-517.0,-5.445544554455446,7.0,1
East Kyoga,2020,8978,-516.0,-5.435011586265009,7.0,0
East Kyoga,2020,9816,322.0,3.3916157573204133,7.0,1
East Kyoga,2020,8948,-546.0,-5.7510006319780915,7.0,1
East Kyoga,2020,8674,-820.0,-8.637033916157574,7.0,1
East Kyoga,2020,9172,-322.0,-3.3916157573204133,7.0,1
East Kyoga,2020,9273,-221.0,-2.3277859700863703,7.0,1
East Kyoga,2020,9713,219.0,2.3067200337054983,7.0,1
East Kyoga,2019,9231,-285.0,-2.994955863808323,9.0,1
East Kyoga,2019,10192,676.0,7.103825136612022,9.0,1
East Kyoga,2019,9556,40.0,0.4203446826397646,9.0,1
East Kyoga,2019,9131,-385.0,-4.045817570407735,9.0,1
East Kyoga,2019,9715,199.0,2.091214796132829,9.0,1
East Kyoga,2019,10182,666.0,6.998738965952081,9.0,0
East Kyoga,2019,9825,309.0,3.2471626733921815,9.0,1
East Kyoga,2019,8800,-716.0,-7.524169819251786,9.0,1
East Kyoga,2019,9333,-183.0,-1.9230769230769231,9.0,1
East Kyoga,2019,9635,119.0,1.2505254308532996,9.0,1
East Kyoga,2019,9804,288.0,3.0264817150063053,9.0,1
East Kyoga,2019,9428,-88.0,-0.9247583018074821,9.0,1
East Kyoga,2019,9363,-153.0,-1.6078184110970994,9.0,1
East Kyoga,2019,10370,854.0,8.974358974358974,9.0,1
East Kyoga,2019,9832,316.0,3.32072299285414,9.0,1
East Kyoga,2019,9716,200.0,2.1017234131988234,9.0,1
East Kyoga,2019,9250,-266.0,-2.7952921395544346,9.0,1
East Kyoga,2019,8992,-524.0,-5.506515342580917,9.0,1
East Kyoga,2019,9725,209.0,2.19630096679277,9.0,1
East Kyoga,2019,9886,370.0,3.8881883144178224,9.0,1
Busoga East,2024,7269,-3.0,-0.041254125412541254,12.0,1
Busoga East,2024,7515,243.0,3.341584158415842,12.0,1
Busoga East,2024,7524,252.0,3.4653465346534658,12.0,1
Busoga East,2024,7580,308.0,4.235423542354235,12.0,0
Busoga East,2024,6720,-552.0,-7.590759075907591,12.0,1
Busoga East,2024,7142,-130.0,-1.7876787678767876,12.0,1
Busoga East,2024,7454,182.0,2.502750275027503,12.0,0
Busoga East,2024,7290,18.0,0.24752475247524752,12.0,1
Busoga East,2024,7526,254.0,3.4928492849284924,12.0,1
Busoga East,2024,7425,153.0,2.103960396039604,12.0,1
Busoga East,2024,6489,-783.0,-10.767326732673267,12.0,1
Busoga East,2024,7670,398.0,5.473047304730473,12.0,1
Busoga East,2024,7097,-175.0,-2.4064906490649065,12.0,1
Busoga East,2024,6958,-314.0,-4.3179317931793175,12.0,1
Busoga East,2024,7657,385.0,5.294279427942794,12.0,1
